,TRAVEL_ID,X_COORD_Mean,Y_COORD_Mean,TRAVEL_START_YMD,TRAVEL_END_YMD,VISIT_AREA_NM,Visit_Latitude,Visit_Longitude,cluster
0,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,찰리호텔,33.50095053,126.5196087,258
1,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,제주국제공항,33.50707896,126.492769,258
2,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,봄그리고가을리조트,33.47414532,126.911019,258
3,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,우도,33.50441997,126.9555823,258
6,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,함덕해수욕장,33.54306157,126.6692389,258
7,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,천지연폭포,33.24721232,126.5545223,258
9,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,제주국제공항,33.50707896,126.492769,258
10,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,하갈비,33.46433159,126.3089829,258
11,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,찰리호텔,33.50095053,126.5196087,258
12,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,제주김만복 본점,33.4970354,126.5089219,258
13,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,봄그리고가을리조트,33.47414532,126.911019,258
14,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,산굼부리,33.43257409,126.693832,258
15,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,제주옹기정원 야원,33.46950161,126.6650563,258
16,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,꿀봉,33.35903401,126.2963305,258
17,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,스누피가든,33.44335922,126.7796675,258
18,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,성산봄죽칼국수 성산점,33.47168274,126.9171085,258
19,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,제주동문시장,33.51278396,126.5283034,258
20,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,사려니숲길,33.42203283,126.6264973,258
21,a_a002976,33.46923949750551,126.6998467041982,2022-10-19,2022-10-24,성산포항,33.47345966,126.9332938,258
22,a_a006612,33.44066288614719,126.69861973333333,2022-10-22,2022-10-23,목장카페 밭디,33.40789977,126.7722168,186
23,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,오션스위츠 제주호텔,33.51813749,126.5230927,146
24,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,금호제주리조트,33.27324563,126.7018417,146
25,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,베케,33.26191692,126.6049215,146
26,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,금호제주리조트,33.27324563,126.7018417,146
27,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,원앙폭포,33.30017689,126.5813297,146
28,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,제주동문재래시장,33.51158514,126.5260174,146
29,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,금호제주리조트,33.27324563,126.7018417,146
30,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,서귀포매일올레시장,33.25015006,126.5632316,146
31,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,금호제주리조트,33.27324563,126.7018417,146
32,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,산양큰엉곶,33.29092307,126.2506311,146
33,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,동선제면가,33.27196919,126.6484585,146
34,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,아르떼뮤지엄 제주,33.39670048,126.3450106,146
35,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,서빈백사,33.50170706,126.9444344,146
36,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,훈데르크바서파크,33.4928509,126.955562,146
37,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,큰엉,33.27320124,126.7047753,146
38,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,오션스위츠 제주호텔,33.51813749,126.5230927,146
39,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,질랜디아,33.5010706,126.4553494,146
41,d_d000020,33.481795147232944,126.6700587689511,2022-08-05,2022-08-10,온오프,33.5129078,126.961347,146
42,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,이순신김밥,33.47810775,126.3558459,94
45,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,다이나믹메이즈 제주도성읍점,33.39915757,126.785287,94
46,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,호텔더본 탐모라,33.25960496,126.4062336,94
48,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,황우지선녀탕,33.23946324,126.54889,94
49,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,스누피가든,33.44335922,126.7796675,94
50,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,이중섭거리,33.24761378,126.5640039,94
52,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,코너스톤호텔,33.24764436,126.5683775,94
55,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,숙소,33.47802163,126.3640653,94
57,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,한담해안산책로,33.45932345,126.3104683,94
58,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,다정이네김밥 서귀포신시가지점,33.23637633,126.5001368,94
59,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,함덕해수욕장,33.54306157,126.6692389,94
60,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,코너스톤호텔,33.24764436,126.5683775,94
62,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,오드랑베이커리,33.54213375,126.671581,94
63,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,아르떼뮤지엄 제주,33.39670048,126.3450106,94
65,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,한담해안산책로,33.45932345,126.3104683,94
66,d_d000033,33.38050066490285,126.4416043178173,2022-08-05,2022-08-12,유동커피,33.24452588,126.5638003,94
67,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,표선해수욕장,33.32751092,126.8374248,168
68,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,맛존디 본점,33.24498228,126.5268499,168
72,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,델문도,33.54370934,126.668724,168
73,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,제주판타스틱버거,33.3084793,126.7789894,168
74,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,소노벨 제주,33.54137664,126.6716679,168
75,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,마루나키친,33.36194147,126.195786,168
76,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,아루미호텔,33.2586066,126.4139705,168
77,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,함덕해수욕장,33.54306157,126.6692389,168
79,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,다이나믹메이즈 제주도성읍점,33.39915757,126.785287,168
80,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,론푸드차이나,33.2512488,126.4270039,168
82,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,제주항공우주박물관,33.3042428,126.2996871,168
83,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,비케이브,33.50838157,126.7200188,168
84,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,산방산,33.2415643,126.3133696,168
85,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,제주국제공항,33.50707896,126.492769,168
86,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,해비치호텔앤드리조트 제주,33.32144142,126.8446725,168
87,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,9.81파크,33.39028982,126.366664,168
88,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,리틀보라카이,33.25857769,126.4139578,168
89,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,부띠끄풀빌라 나미브,33.36568417,126.2032277,168
91,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,부띠끄풀빌라 나미브,33.36568417,126.2032277,168
92,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,착한집,33.49996155,126.5070006,168
93,d_d000039,33.500252735018144,126.51800043538103,2022-08-11,2022-08-17,소노벨 제주,33.54137664,126.6716679,168
94,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,제주국제공항,33.50707896,126.492769,37
95,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,하나로마트 제주점,33.50358244,126.5528927,37
97,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,스타벅스 제주협재점,33.39376017,126.2404138,37
99,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,한담해안산책로,33.45932345,126.3104683,37
100,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,제주국제공항,33.50707896,126.492769,37
101,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,명리동식당 본점,33.31659225,126.2704177,37
102,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,곽지해수욕장,33.45065751,126.3046732,37
104,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,비자림,33.49040837,126.8099875,37
105,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,고내포구,33.46733769,126.3377629,37
106,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,도두봉공원,33.50780151,126.4685558,37
107,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,알뜨르비행장,33.20471618,126.2715273,37
108,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,제주곶자왈도립공원,33.28318696,126.2736585,37
109,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,비밀의숲,33.45360918,126.7549321,37
110,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,충청북도해양교육원 제주분원,33.45044236,126.3068259,37
111,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,충청북도해양교육원 제주분원,33.45044236,126.3068259,37
112,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,협재해수욕장,33.39386608,126.2391575,37
113,d_d000040,33.556431389026855,126.41486037606121,2022-08-15,2022-08-19,금오름,33.35457233,126.3058389,37
116,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,절물자연휴양림,33.43915259,126.6280113,1
117,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,폴바셋 제주용담DT점,33.51742913,126.4872783,1
118,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,스타벅스 제주중문DT점,33.25505231,126.4158657,1
119,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,송악산,33.19908294,126.2897914,1
120,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,세계조가비박물관,33.24744339,126.5515832,1
121,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,춘심이네 본점,33.26448563,126.3705335,1
122,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,만달,33.2562769,126.4342363,1
124,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,신창풍차해안,33.34534328,126.1776275,1
126,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,외돌개,33.23903382,126.5448623,1
127,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,협재칼국수,33.39680908,126.2445062,1
128,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,제주국제공항,33.50707896,126.492769,1
130,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,제주국제공항,33.50707896,126.492769,1
131,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,쇠소깍,33.25424607,126.6224051,1
132,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,돈이랑 본점,33.25771083,126.4091086,1
133,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,은혜전복,33.46295695,126.3101642,1
134,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,노라바,33.48279245,126.3763054,1
136,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,제주이렌터카,33.49393178,126.4648592,1
137,d_d000043,33.464464759144725,126.45255156177821,2022-08-10,2022-08-14,금능해수욕장,33.39044882,126.2358899,1
139,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,한라수목원,33.46978393,126.4932661,93
140,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,메리어트관 제주신화월드호텔앤리조트,33.30750204,126.3176638,93
141,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,넥슨컴퓨터박물관,33.47176037,126.4849881,93
143,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,국립제주박물관,33.51359629,126.5488761,93
144,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,제주항공우주박물관,33.3042428,126.2996871,93
145,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,제주국제공항,33.50707896,126.492769,93
146,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,에코랜드테마파크,33.44833873,126.6702787,93
147,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,수목원테마파크,33.47060712,126.4882266,93
148,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,국시트멍,33.47937258,126.4813281,93
150,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,제주해양동물박물관,33.42945929,126.8551365,93
151,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,메리어트관 제주신화월드호텔앤리조트,33.30750204,126.3176638,93
152,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,벤티모호텔앤레지던스,33.49342926,126.4937439,93
153,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,제주국제공항,33.50707896,126.492769,93
154,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,금능해수욕장,33.39044882,126.2358899,93
155,d_d000072,33.474770135088505,126.46275650230785,2022-08-11,2022-08-16,벤티모호텔앤레지던스,33.49342926,126.4937439,93
156,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,천지연폭포,33.24721232,126.5545223,15
157,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
158,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,법환포구,33.23726072,126.5156065,15
159,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
160,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
162,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,제주항연안여객터미널,33.51959286,126.5350025,15
163,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,제주 유리의성,33.31464215,126.2736598,15
164,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,법환포구,33.23726072,126.5156065,15
165,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
166,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,법환포구,33.23726072,126.5156065,15
167,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,법환포구,33.23726072,126.5156065,15
168,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,정이가네,33.25196317,126.5111235,15
169,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,여미지식물원,33.25260678,126.4142595,15
170,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,중문대포주상절리대,33.23799399,126.4260174,15
171,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
172,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,메가커피 제주동광육거리점,33.31055724,126.3403047,15
175,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,법환포구,33.23726072,126.5156065,15
177,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
178,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,세계자동차&피아노박물관,33.28375831,126.3498145,15
179,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,새연교,33.23853254,126.558886,15
180,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
181,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,황우지선녀탕,33.23946324,126.54889,15
182,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,메가커피 제주동광육거리점,33.31055724,126.3403047,15
183,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,세계조가비박물관,33.24744339,126.5515832,15
184,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,비스타케이호텔 월드컵,33.2518975,126.5097879,15
187,d_d000074,33.364819052383346,126.46882390286,2022-08-11,2022-08-17,정이가네,33.25196317,126.5111235,15
188,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,오크라,33.43879111,126.2960928,29
189,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,서문공설시장,33.51136992,126.5179076,29
190,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
191,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
192,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
193,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,비자림,33.49040837,126.8099875,29
194,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,목장카페드르쿰다,33.40945971,126.7703379,29
195,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
196,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
197,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,그리스신화박물관,33.34861302,126.3571353,29
198,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,협재해수욕장,33.39386608,126.2391575,29
199,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,한림리조트,33.38941846,126.2499557,29
200,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,애월농협하나로마트,33.46049333,126.3223364,29
201,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,동문공설시장,33.51206235,126.5282147,29
202,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,당케올레국수,33.3252933,126.843336,29
203,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,메이즈랜드,33.48825545,126.8008719,29
204,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,순수한둠비,33.51109294,126.5143951,29
205,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,하우투플레이,33.47905791,126.3913214,29
206,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,랜디스도넛 제주애월점,33.46117162,126.3114282,29
207,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,타코마씸,33.55507964,126.7972082,29
208,d_d000096,33.41871359116118,126.34094618804158,2022-08-13,2022-08-21,스누피가든,33.44335922,126.7796675,29
209,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,표선해수욕장,33.32751092,126.8374248,98
210,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,아침미소목장,33.45475699,126.5860158,98
211,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,월정리해수욕장,33.55646939,126.7958051,98
212,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,틸다하우스,33.31085981,126.2370832,98
214,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
215,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,월정리유메이우동,33.55530994,126.7947094,98
216,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
217,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
219,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
220,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,비자림,33.49040837,126.8099875,98
221,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,레드캡렌터카 제주지점,33.50314835,126.4937304,98
222,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,세계자동차&피아노박물관,33.28375831,126.3498145,98
223,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,제주미담,33.50233593,126.5372838,98
225,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,담백,33.55647656,126.8013186,98
226,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,제주국제공항,33.50707896,126.492769,98
227,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
228,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,틸다하우스,33.31085981,126.2370832,98
230,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
233,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,꺼멍연탄구이,33.31791935,126.2701006,98
234,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,제주국제공항 제주향토골,33.50700781,126.4930073,98
236,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,안도르,33.45531325,126.7709851,98
237,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,틸다하우스,33.31085981,126.2370832,98
239,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
240,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
241,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
243,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,금능해수욕장,33.39044882,126.2358899,98
244,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,틸다하우스,33.31085981,126.2370832,98
246,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
247,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,월정리해수욕장,33.55646939,126.7958051,98
248,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
249,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,몰랑이키즈펜션,33.55473545,126.7940647,98
250,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,제주레일바이크,33.46462116,126.8369456,98
251,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,해비치호텔앤드리조트 제주,33.32144142,126.8446725,98
252,d_d000097,33.45094348174876,126.40075501401297,2022-08-21,2022-08-29,협재칼국수,33.39680908,126.2445062,98
253,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,버터모닝,33.46425634,126.4229536,57
255,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,오설록티뮤지엄,33.30591329,126.2894893,57
258,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,저지오름,33.33268661,126.2508601,57
259,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,산방산 유람선,33.23701554,126.3352602,57
260,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,한라수목원,33.46978393,126.4932661,57
261,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,마라도가는여객선,33.20739728,126.2905126,57
263,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,화순항,33.234671,126.3318319,57
264,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,북마크하우스,33.23867542,126.231505,57
265,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,북마크하우스,33.23867542,126.231505,57
268,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,봄날,33.4624594,126.3095913,57
269,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,홍스랜드,33.40287751,126.3472732,57
270,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,인스밀,33.23848105,126.2292343,57
271,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,한라산국립공원 영실탐방로,33.35948456,126.5128719,57
272,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,제주항공우주박물관,33.3042428,126.2996871,57
274,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,모던돔베,33.45713187,126.486047,57
275,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,홍스랜드,33.40287751,126.3472732,57
276,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,9.81파크,33.39028982,126.366664,57
278,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,제주국제공항,33.50707896,126.492769,57
279,d_d000101,33.462312593177046,126.34589382316305,2022-08-11,2022-08-16,환상숲곶자왈공원,33.32290672,126.2630279,57
281,d_d000105,33.413859287161586,126.54263740235633,2022-08-21,2022-08-29,한담몰,33.46235224,126.3116706,188
284,d_d000105,33.413859287161586,126.54263740235633,2022-08-21,2022-08-29,런던다락,33.39366006,126.2402599,188
285,d_d000105,33.413859287161586,126.54263740235633,2022-08-21,2022-08-29,사우스포레스트,33.29840146,126.6007415,188
286,d_d000105,33.413859287161586,126.54263740235633,2022-08-21,2022-08-29,창꼼,33.55294203,126.7000025,188
